Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5),percentage
8913,Course_8913,Data Science,46,4882,6.701.365.108.386.600,Udemy,16.780.812.828.933.100,3.938.739.356.682.620,"0,00%"
8914,Course_8914,Data Science,53,3421,780.754.067.202.779,Udemy,12.638.815.066.447.200,451.096.752.644.876,"0,00%"
8915,Course_8915,Technology,67,3657,7.781.449.839.749.190,edX,1.876.245.768.872.870,4.582.228.535.958.940,"0,00%"
8916,Course_8916,Data Science,74,1253,8.575.172.627.346.700,LinkedIn Learning,46.750.231.942.948.300,3.660.041.527.686.690,"0,00%"
8917,Course_8917,Programming,24,667,8.347.468.806.595.740,edX,11.198.026.239.037.400,4.435.846.919.344.250,"0,00%"
8918,Course_8918,Business,17,1852,6.657.904.207.201.270,edX,1.505.182.060.576.990,4.162.800.143.076.840,"0,00%"
8919,Course_8919,Office Tools,25,3179,8.711.063.211.719.710,Coursera,10.351.675.148.865.100,4.125.944.279.824.100,"0,00%"
8920,Course_8920,Data Science,24,3647,618.009.538.736.196,LinkedIn Learning,1.351.684.802.664.680,36.082.794.772.599.600,"0,00%"
8921,Course_8921,Office Tools,94,1344,5.590.914.129.540.660,Coursera,1.020.669.394.402.370,4.625.756.425.068.210,"0,00%"
8922,Course_8922,Data Science,87,2122,9.135.603.428.063.490,Udemy,19.984.102.347.569.500,4.627.535.387.321.790,"0,00%"
8923,Course_8923,Technology,73,478,55.393.667.385.632.100,LinkedIn Learning,1.923.475.691.040.280,3.088.613.216.221.590,"0,00%"
8924,Course_8924,Office Tools,74,2467,804.842.453.579.495,Coursera,10.711.499.180.075.800,31.937.272.504.195.700,"0,00%"
8925,Course_8925,Design,67,3936,5.539.783.030.819.810,LinkedIn Learning,1.360.483.739.187.850,31.107.088.433.748.100,"0,00%"
8926,Course_8926,Programming,51,2911,8.489.331.895.150.330,edX,7.585.104.498.729.330,4.521.576.002.629.370,"0,00%"
8927,Course_8927,Office Tools,26,863,514.260.042.839.076,LinkedIn Learning,3.813.780.887.721.250,34.282.631.812.039.100,"0,00%"
8928,Course_8928,Technology,84,4029,8.571.235.245.892.370,LinkedIn Learning,1.291.542.228.832.640,31.028.856.175.465.200,"0,00%"
8929,Course_8929,Office Tools,30,2008,7.110.278.858.803.150,Coursera,1.241.596.187.258.560,4.962.710.290.170.910,"0,00%"
8930,Course_8930,Office Tools,94,2267,55.937.288.416.164.900,edX,11.983.611.122.429.300,39.841.377.498.804.400,"0,00%"
8931,Course_8931,Marketing,96,4393,60.474.059.915.872.100,Udemy,12.739.680.810.367.300,33.971.871.980.761.500,"0,00%"
8932,Course_8932,Marketing,24,778,5.341.550.943.356.990,edX,68.278.005.879.602,3.021.714.307.635.690,"0,00%"
8933,Course_8933,Data Science,97,228,6.262.862.825.303.600,edX,15.469.739.831.024.400,4.047.066.686.325.510,"0,00%"
8934,Course_8934,Data Science,46,3539,9.792.604.711.732.700,LinkedIn Learning,25.049.216.815.807.800,4.042.545.078.306.060,"0,00%"
8935,Course_8935,Office Tools,86,3968,6.246.902.764.734.060,LinkedIn Learning,6.161.263.020.769.830,4.741.491.664.708.350,"0,00%"
8936,Course_8936,Office Tools,66,124,580.515.687.946.193,Coursera,8.293.347.453.251.620,3.596.998.054.089.680,"0,00%"
8937,Course_8937,Finance,61,4073,8.999.810.224.775.230,LinkedIn Learning,899.813.211.252.167,310.222.860.972.844,"0,00%"
8938,Course_8938,Data Science,34,2781,7.674.561.834.444.700,Udemy,30.418.341.657.757.800,3.191.956.267.103.490,"0,00%"
8939,Course_8939,Office Tools,45,1535,6.466.914.695.419.890,LinkedIn Learning,12.760.370.684.343.900,4.300.928.068.236.360,"0,00%"
8940,Course_8940,Design,32,3757,6.181.090.746.711.040,Coursera,18.269.306.683.632.100,4.424.817.904.447.070,"0,00%"
8941,Course_8941,Design,13,2470,53.323.367.533.757.100,Udemy,14.544.350.398.155.100,39.892.189.368.683.800,"0,00%"
8942,Course_8942,AI,66,964,5.198.999.625.934.200,edX,10.914.134.209.243.100,33.048.492.452.354.800,"0,00%"
8943,Course_8943,Finance,80,3906,7.506.124.306.012.970,LinkedIn Learning,18.484.872.450.803.400,3.427.199.175.366.900,"0,00%"
8944,Course_8944,AI,92,1259,79.031.747.603.233,Udemy,16.530.062.522.930.900,39.572.826.613.369.900,"0,00%"
8945,Course_8945,Finance,99,4810,5.032.921.443.660.780,LinkedIn Learning,15.742.203.138.971.900,34.249.518.439.948.100,"0,00%"
8946,Course_8946,Design,86,656,7.820.112.868.615.060,Udemy,10.796.568.562.724.000,4.841.528.103.821.920,"0,00%"
8947,Course_8947,Technology,46,4920,5.727.442.613.491.740,Udemy,35.783.580.405.633.100,31.536.072.303.881.800,"0,00%"
8948,Course_8948,Finance,71,4125,7.512.111.197.729.990,edX,16.884.381.422.974.500,4.255.458.171.343.400,"0,00%"
8949,Course_8949,Data Science,56,697,9.591.590.691.120.770,edX,12.897.951.786.059.900,3.258.405.306.162.800,"0,00%"
8950,Course_8950,Technology,66,1979,95.775.834.973.304,Udemy,13.728.668.537.834.800,31.449.597.225.058.500,"0,00%"
8951,Course_8951,Technology,25,4134,6.626.855.979.130.720,edX,18.024.542.606.286.300,38.996.700.255.055.000,"0,00%"
8952,Course_8952,Technology,49,2130,53.571.574.700.279.100,LinkedIn Learning,739.351.354.060.154,3.337.258.615.153.040,"0,00%"
8953,Course_8953,AI,75,3907,7.741.550.097.819.980,edX,9.196.577.366.589.470,3.141.939.666.249.080,"0,00%"
8954,Course_8954,Business,14,1561,8.967.539.920.265.410,LinkedIn Learning,5.228.015.128.311.100,4.522.474.323.529.090,"0,00%"
8955,Course_8955,Design,93,3318,5.973.982.321.951.450,LinkedIn Learning,1.896.625.830.480.440,31.885.318.670.301.000,"0,00%"
8956,Course_8956,Technology,19,4612,7.062.403.653.734.200,Coursera,8.617.831.945.012.830,3.660.978.450.538.200,"0,00%"
8957,Course_8957,Design,37,4668,7.573.206.969.981.070,edX,6.879.611.379.365.440,4.144.113.186.179.420,"0,00%"
8958,Course_8958,Technology,66,3042,6.969.035.598.615.960,edX,10.709.330.618.642.300,3.713.467.730.596.630,"0,00%"
8959,Course_8959,Marketing,43,4777,9.998.676.567.244.640,LinkedIn Learning,17.808.999.363.089.200,3.573.381.205.745.700,"0,00%"
8960,Course_8960,Technology,34,2531,8.077.941.108.236.710,edX,8.500.140.975.015.850,3.538.000.927.673.570,"0,00%"
8961,Course_8961,Finance,41,425,7.756.833.883.025.770,Coursera,13.892.889.597.904.300,41.667.686.588.239.000,"0,00%"
8962,Course_8962,Programming,12,3427,8.267.293.534.206.330,Udemy,15.381.630.550.386.100,37.655.201.123.253.800,"0,00%"
8963,Course_8963,Office Tools,98,3361,7.657.997.758.124.530,Coursera,17.384.849.582.307.900,4.717.174.774.908.960,"0,00%"
8964,Course_8964,Data Science,10,2489,9.649.266.413.249.000,Udemy,40.106.889.718.022.000,4.910.392.710.908.150,"0,00%"
8965,Course_8965,Marketing,51,382,60.963.634.445.273.900,Coursera,15.126.921.278.167.100,4.149.226.735.183.130,"0,00%"
8966,Course_8966,Office Tools,81,3651,5.493.608.259.486.230,LinkedIn Learning,27.772.862.843.869.400,3.326.787.053.802.010,"0,00%"
8967,Course_8967,Design,35,540,9.217.892.315.528.370,Coursera,14.971.136.759.676.800,3.327.171.202.270.450,"0,00%"
8968,Course_8968,Design,65,1036,9.909.297.118.712.320,Udemy,12.107.381.201.916.000,3.293.197.310.147.550,"0,00%"
8969,Course_8969,AI,19,881,500.967.589.253.112,edX,27.585.400.527.326.100,37.731.945.613.015.700,"0,00%"
8970,Course_8970,Data Science,40,2610,7.723.575.185.619.950,edX,1.917.536.385.638.540,4.478.989.745.197.250,"0,00%"
8971,Course_8971,Technology,95,3247,7.362.192.890.429.600,edX,30.989.956.613.125.900,39.212.972.530.725.400,"0,00%"
8972,Course_8972,Data Science,38,2637,6.986.782.451.701.780,Udemy,16.225.775.421.890.400,38.726.521.329.145.800,"0,00%"
8973,Course_8973,Design,97,2673,8.617.163.949.682.520,edX,1.887.682.740.467.930,3.542.356.463.918.170,"0,00%"
8974,Course_8974,Design,40,3873,59.665.648.055.821.100,edX,7.493.407.385.776.130,41.738.926.863.035.900,"0,00%"
8975,Course_8975,AI,63,2260,6.212.087.262.916.180,LinkedIn Learning,17.475.059.186.712.600,410.726.475.697.789,"0,00%"
8976,Course_8976,Technology,96,1577,8.314.935.466.054.870,Coursera,1.508.553.981.057.540,4.059.653.549.230.180,"0,00%"
8977,Course_8977,Design,12,2167,7.123.684.167.801.050,Udemy,16.469.970.096.086.000,3.832.318.480.983.670,"0,00%"
8978,Course_8978,Business,41,1165,6.135.190.286.265.610,Udemy,121.440.791.559.484,3.742.996.373.613.290,"0,00%"
8979,Course_8979,Office Tools,36,1844,9.268.273.357.370.300,LinkedIn Learning,5.583.136.761.673.470,3.959.086.591.469.730,"0,00%"
8980,Course_8980,AI,91,2945,5.157.792.829.781.910,Udemy,11.767.685.986.319.700,44.038.782.855.131.500,"0,00%"
8981,Course_8981,Programming,49,493,9.522.169.691.327.370,edX,1.486.553.057.447.600,35.578.353.018.239.000,"0,00%"
8982,Course_8982,Marketing,23,1038,6.962.153.875.842.240,Udemy,32.844.117.742.313.000,30.055.320.498.104.400,"0,00%"
8983,Course_8983,Business,34,1704,9.025.829.237.191.240,Coursera,4.339.194.292.858.000,4.486.536.969.765.350,"0,00%"
8984,Course_8984,Design,87,4233,5.379.458.310.355.310,Udemy,1.347.557.436.113.140,3.521.020.526.038.500,"0,00%"
8985,Course_8985,Programming,74,839,9.839.731.772.604.270,Udemy,1.669.390.611.920.960,33.452.126.611.375.200,"0,00%"
8986,Course_8986,Business,19,2167,692.850.510.804.745,Udemy,12.444.781.705.635.200,33.813.323.155.412.200,"0,00%"
8987,Course_8987,Design,98,2647,9.622.958.903.181.780,LinkedIn Learning,14.521.764.465.292.900,3.707.806.964.769.980,"0,00%"
8988,Course_8988,Office Tools,16,1387,59.111.154.767.251.900,Coursera,9.792.479.725.608.650,43.489.455.986.652.200,"0,00%"
8989,Course_8989,Office Tools,21,3048,6.416.319.376.936.110,edX,658.014.350.292.093,4.128.259.001.881.090,"0,00%"
8990,Course_8990,Technology,87,2441,5.392.081.538.367.360,Udemy,10.425.741.820.204.300,4.877.929.567.729.100,"0,00%"
8991,Course_8991,Design,23,3440,5.550.949.738.124.440,Udemy,11.665.734.560.449.700,4.511.301.865.877.750,"0,00%"
8992,Course_8992,Marketing,29,1076,6.521.893.972.167.860,Coursera,8.495.873.533.664.390,36.761.543.971.848.300,"0,00%"
8993,Course_8993,Data Science,62,4491,6.591.172.854.990.260,LinkedIn Learning,2.515.585.953.304.970,406.985.966.416.142,"0,00%"
8994,Course_8994,Technology,69,2956,959.137.816.253.045,edX,14.725.994.997.850.300,3.398.232.238.668.490,"0,00%"
8995,Course_8995,Finance,47,3366,8.418.675.039.449.660,LinkedIn Learning,5.268.994.369.222.560,3.778.892.591.428.360,"0,00%"
8996,Course_8996,Data Science,10,4538,8.984.602.705.964.930,Udemy,9.610.278.970.758.390,37.281.186.245.536.300,"0,00%"
8997,Course_8997,Business,56,759,6.146.934.569.289.700,Coursera,7.379.896.205.061.800,3.867.312.170.708.310,"0,00%"
8998,Course_8998,Data Science,98,3549,7.671.713.846.801.260,LinkedIn Learning,5.658.975.271.932.470,4.911.221.113.851.960,"0,00%"
8999,Course_8999,Business,92,4715,8.672.468.181.590.110,edX,16.029.729.347.278.700,4.060.952.224.420.650,"0,00%"
9000,Course_9000,Data Science,63,596,731.388.250.270.715,Udemy,2.972.647.721.691.910,30.378.969.405.005.900,"0,00%"
9001,Course_9001,Programming,31,1257,7.042.616.940.906.010,Udemy,11.894.615.020.233.600,479.719.428.859.663,"0,00%"
9002,Course_9002,Marketing,53,3410,7.769.538.448.750.050,edX,13.201.007.832.851.500,3.613.412.783.220.740,"0,00%"
9003,Course_9003,Technology,14,4347,7.710.054.293.651.380,edX,1.135.656.658.890.740,3.479.214.821.582.010,"0,00%"
9004,Course_9004,Technology,38,4250,5.781.430.441.902.130,edX,1.363.022.639.232.680,35.472.401.373.234.000,"0,00%"
9005,Course_9005,Technology,65,436,5.084.854.975.527.480,Udemy,10.177.184.751.686.800,3.087.744.586.917.400,"0,00%"
9006,Course_9006,Design,18,2104,9.920.427.084.106.710,LinkedIn Learning,14.607.376.388.306.600,3.460.872.094.644.960,"0,00%"
9007,Course_9007,Design,79,3572,795.282.678.641.766,Udemy,10.416.587.807.095.600,4.166.634.084.346.990,"0,00%"
9008,Course_9008,Office Tools,77,1079,6.881.879.139.750.800,Coursera,7.568.373.908.494.500,4.430.438.855.949.830,"0,00%"
9009,Course_9009,Data Science,12,367,8.137.398.017.267.710,Coursera,7.358.935.535.053.620,4.571.201.016.481.120,"0,00%"
9010,Course_9010,AI,45,3485,6.603.277.470.965.960,LinkedIn Learning,11.404.199.420.900.900,3.120.277.876.925.670,"0,00%"
9011,Course_9011,Data Science,21,3089,61.218.095.697.549.000,edX,10.468.218.729.853.800,31.729.962.553.631.100,"0,00%"
9012,Course_9012,AI,79,4942,9.658.873.632.997.100,edX,3.572.773.131.301.920,4.368.449.876.613.610,"0,00%"
9013,Course_9013,Design,39,447,5.938.462.640.098.220,edX,16.599.058.142.131.800,4.735.008.520.901.970,"0,00%"
9014,Course_9014,Marketing,21,3053,9.871.272.475.352.220,Coursera,4.073.803.023.994.020,4.513.723.539.212.740,"0,00%"
9015,Course_9015,Design,75,3248,9.090.430.302.037.560,LinkedIn Learning,7.382.534.879.431.100,35.957.669.598.711.200,"0,00%"
9016,Course_9016,Data Science,36,907,6.529.289.435.525.100,edX,16.681.631.549.884.000,38.942.278.838.132.900,"0,00%"
9017,Course_9017,Technology,70,3906,9.391.820.448.449.340,edX,5.800.265.665.559.250,3.992.850.950.455.450,"0,00%"
9018,Course_9018,Marketing,65,3692,9.510.151.190.332.150,edX,17.296.620.642.321.500,4.964.236.550.826.660,"0,00%"
9019,Course_9019,Office Tools,99,284,9.703.484.906.635.940,LinkedIn Learning,1.314.221.189.448.600,35.008.442.654.817.400,"0,00%"
9020,Course_9020,Business,72,2395,8.357.759.491.946.900,Coursera,8.374.002.371.488.920,36.039.976.320.802.600,"0,00%"
9021,Course_9021,Technology,39,2101,889.546.396.926.853,Udemy,15.556.633.062.713.000,459.566.696.257.739,"0,00%"
9022,Course_9022,Design,94,3178,8.966.240.642.661.170,Coursera,17.231.395.119.456.600,36.004.133.238.809.900,"0,00%"
9023,Course_9023,Finance,15,416,81.001.118.203.631,edX,31.418.757.275.545.300,42.574.791.841.245.700,"0,00%"
9024,Course_9024,Technology,40,4422,834.354.319.451.353,Udemy,1.475.370.342.751.130,36.883.884.536.467.300,"0,00%"
9025,Course_9025,Finance,36,4865,8.797.753.256.003.080,Coursera,12.458.817.039.666.000,4.919.025.104.485.230,"0,00%"
9026,Course_9026,Business,77,365,5.893.340.461.260.790,LinkedIn Learning,1.247.679.810.635.000,36.586.475.743.335.900,"0,00%"
9027,Course_9027,Data Science,52,4592,6.681.831.333.396.170,LinkedIn Learning,14.683.288.046.704.700,3.010.624.933.241.340,"0,00%"
9028,Course_9028,Technology,27,1688,7.792.659.342.144.920,Udemy,3.757.754.975.058.570,4.720.598.304.262.150,"0,00%"
9029,Course_9029,Technology,85,3723,9.966.953.217.137.660,Udemy,18.775.665.611.087.800,4.582.726.810.955.940,"0,00%"
9030,Course_9030,Data Science,35,4484,8.513.255.725.410.850,edX,6.522.879.948.195.240,4.941.484.586.147.550,"0,00%"
9031,Course_9031,Business,79,118,9.183.011.211.104.270,LinkedIn Learning,13.129.384.150.881.400,39.645.403.063.298.800,"0,00%"
9032,Course_9032,Design,67,4832,9.364.574.000.402.680,Coursera,15.887.153.438.549.500,4.952.869.111.413.710,"0,00%"
9033,Course_9033,Programming,18,2586,8.667.437.629.888.700,LinkedIn Learning,4.767.449.751.450.030,30.354.996.448.643.400,"0,00%"
9034,Course_9034,Design,99,611,53.102.969.553.462.400,LinkedIn Learning,7.852.572.006.490.440,4.961.757.599.357.830,"0,00%"
9035,Course_9035,Finance,38,3605,58.117.511.500.309.700,edX,14.711.663.265.602.600,4.386.427.071.086.210,"0,00%"
9036,Course_9036,Programming,46,3709,9.777.133.824.437.260,Coursera,21.384.546.353.683.500,3.802.102.204.603.810,"0,00%"
9037,Course_9037,Office Tools,97,2700,936.794.344.170.118,LinkedIn Learning,1.332.497.096.869.560,305.397.857.930.987,"0,00%"
9038,Course_9038,Office Tools,25,3728,8.625.858.317.116.470,LinkedIn Learning,12.327.021.784.121.800,3.489.910.479.184.140,"0,00%"
9039,Course_9039,Marketing,30,4666,8.158.230.232.758.520,edX,11.025.461.097.559.200,4.528.145.478.666.420,"0,00%"
9040,Course_9040,Marketing,75,1188,59.282.982.716.263.000,Coursera,6.363.748.649.716.730,3.291.470.522.309.500,"0,00%"
9041,Course_9041,Marketing,26,1019,6.711.568.587.183.820,Coursera,12.153.824.289.902.500,4.866.622.657.532.900,"0,00%"
9042,Course_9042,Design,24,3503,6.277.393.986.458.450,edX,1.699.149.606.160.790,414.379.495.922.904,"0,00%"
9043,Course_9043,Marketing,81,4286,7.504.477.937.310.160,LinkedIn Learning,59.310.131.366.833.500,458.414.823.719.333,"0,00%"
9044,Course_9044,AI,72,1255,90.490.655.752.667,Coursera,11.339.678.148.548.900,3.972.292.365.968.330,"0,00%"
9045,Course_9045,Programming,45,2809,6.853.447.439.865.560,Udemy,1.612.249.560.553.350,39.328.730.297.644.300,"0,00%"
9046,Course_9046,Finance,72,2066,7.026.348.472.450.020,LinkedIn Learning,8.844.035.499.208.900,31.559.964.735.750.200,"0,00%"
9047,Course_9047,Design,93,4900,5.280.854.976.554.430,Udemy,14.537.980.942.241.200,3.431.124.634.589.370,"0,00%"
9048,Course_9048,Business,17,1800,5.566.353.434.221.990,LinkedIn Learning,7.157.115.977.154.340,4.186.281.547.554.400,"0,00%"
9049,Course_9049,Data Science,36,3350,6.627.825.427.788.330,Udemy,19.348.602.535.615.000,4.287.189.379.442.770,"0,00%"
9050,Course_9050,Programming,24,3190,50.761.015.024.055.100,Coursera,51.141.233.206.127.600,3.119.961.734.114.770,"0,00%"
9051,Course_9051,Data Science,71,795,8.806.243.573.415.840,Coursera,7.560.527.529.549.470,3.117.571.304.815.310,"0,00%"
9052,Course_9052,Business,12,146,5.710.124.428.009.260,LinkedIn Learning,6.330.756.728.798.470,4.599.574.465.213.450,"0,00%"
9053,Course_9053,Office Tools,39,3115,6.358.389.378.724.870,LinkedIn Learning,812.483.399.658.077,4.083.377.595.034.620,"0,00%"
9054,Course_9054,Technology,84,841,5.447.380.045.223.310,Coursera,667.602.491.170.973,4.735.800.605.781.440,"0,00%"
9055,Course_9055,Office Tools,34,1267,51.354.998.205.330.600,Udemy,19.007.047.495.305.600,4.119.037.455.641.960,"0,00%"
9056,Course_9056,Technology,86,1372,9.093.195.074.623.900,edX,9.869.922.257.680.710,49.627.146.686.923.500,"0,00%"
9057,Course_9057,Design,64,4501,6.230.387.160.386.850,Udemy,5.246.948.735.651.130,33.011.214.121.126.500,"0,00%"
9058,Course_9058,Office Tools,73,2900,54.677.653.404.372.600,edX,4.403.034.319.223.230,43.414.611.860.338.900,"0,00%"
9059,Course_9059,AI,55,272,6.082.078.969.607.160,Udemy,1.509.976.465.063.540,48.669.466.595.934.100,"0,00%"
9060,Course_9060,Office Tools,13,3356,8.246.898.264.709.070,edX,15.721.940.746.423.200,4.207.948.121.009.040,"0,00%"
9061,Course_9061,Technology,14,1910,8.309.479.990.170.500,Udemy,16.810.353.117.940.200,4.420.507.492.113.870,"0,00%"
9062,Course_9062,Marketing,68,1886,8.483.810.495.207.490,Coursera,1.647.049.358.261.930,4.072.859.031.114.200,"0,00%"
9063,Course_9063,Programming,45,2978,8.062.891.570.571.810,Coursera,918.943.949.935.106,30.724.649.890.300.000,"0,00%"
9064,Course_9064,Finance,27,3053,8.939.709.362.066.940,Udemy,18.182.005.024.447.900,36.339.709.317.641.000,"0,00%"
9065,Course_9065,Office Tools,89,4082,9.610.990.831.618.880,LinkedIn Learning,10.642.745.779.275.300,3.386.507.425.320.800,"0,00%"
9066,Course_9066,Programming,61,4721,8.422.135.945.805.360,Udemy,5.034.560.189.768.760,4.018.902.378.454.610,"0,00%"
9067,Course_9067,Business,39,277,6.086.389.813.133.300,edX,10.483.602.133.323.900,39.294.124.829.442.400,"0,00%"
9068,Course_9068,AI,67,834,5.354.428.406.952.700,edX,19.093.961.397.334.600,3.495.010.033.091.870,"0,00%"
9069,Course_9069,Finance,48,4976,8.492.317.447.182.600,LinkedIn Learning,10.978.149.881.783.200,39.230.148.836.163.800,"0,00%"
9070,Course_9070,AI,23,3315,6.107.830.046.297.820,Udemy,9.727.855.687.631.500,3.592.678.959.906.450,"0,00%"
9071,Course_9071,Marketing,70,2424,6.225.517.037.797.560,edX,7.156.201.883.151.630,4.527.377.316.984.100,"0,00%"
9072,Course_9072,Marketing,32,496,6.330.399.824.936.320,Udemy,10.109.135.033.722.000,3.724.288.641.503.450,"0,00%"
9073,Course_9073,AI,72,3712,9.251.496.666.304.520,Coursera,1.274.748.003.298.760,31.689.542.432.867.500,"0,00%"
9074,Course_9074,Marketing,59,2657,8.936.386.797.392.400,Coursera,49.391.439.043.040.100,3.507.742.961.321.090,"0,00%"
9075,Course_9075,Marketing,57,958,9.550.709.049.021.890,edX,6.403.114.825.495.200,4.831.023.886.775.330,"0,00%"
9076,Course_9076,Office Tools,38,946,9.590.678.678.147.080,edX,1.900.640.827.398.120,4.066.389.695.967.740,"0,00%"
9077,Course_9077,Business,51,2837,5.809.803.130.612.180,edX,53.635.035.832.407.900,4.493.574.027.273.470,"0,00%"
9078,Course_9078,Design,87,2346,53.107.970.443.398.900,edX,11.929.695.839.922.700,35.114.696.255.874.900,"0,00%"
9079,Course_9079,Design,22,2346,869.793.136.858.932,Udemy,58.532.688.887.188.300,4.247.954.738.623.600,"0,00%"
9080,Course_9080,Technology,92,2900,7.378.846.987.882.170,Udemy,1.067.078.125.290.370,4.888.105.005.657.110,"0,00%"
9081,Course_9081,Programming,67,2467,5.474.821.235.915.490,LinkedIn Learning,5.572.066.039.026.560,33.722.063.276.841.900,"0,00%"
